AnalyteName	Alias	CAS_Number	UnitName	BeneficialUse	Objective	AveragingPeroid	Objective_Language	Evaluation_Guideline	Objective_Ref_Number	Eval_Ref_Number
Methoprene		40596-69-8	ug/L	WA	48	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Methoprene is the USEPA Aquatic Life Benchmark of 48 ug/L for a fish (chronic).	2430	4508
Metolachlor		51218-45-2	ug/L	WA	1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Metolachlor is the USEPA Aquatic Life Benchmark of 1 ug/L for an invertebrate (chronic).	2430	4508
Metribuzin		21087-64-9	ug/L	WA	8.1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Metribuzin is the USEPA Aquatic Life Benchmark of 8.1 ug/L for a nonvascular plant (acute).	2430	4508
Metsulfuron Methyl		74223-64-6	ug/L	WA	0.36	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Metsulfuron Methyl is the USEPA Aquatic Life Benchmark of 0.36 ug/L for a vascular plant (acute).	2430	4508
Molinate		2212-67-1	ug/L	WA	105	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Molinate is the USEPA Aquatic Life Benchmark of 105 ug/L for a fish (acute).	2430	4508
Myclobutanil		88671-89-0	ug/L	WA	830	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Myclobutanil is the USEPA Aquatic Life Benchmark of 830 ug/L for a nonvascular plant (acute).	2430	4508
Napropamide		15299-99-7	ug/L	WA	1100	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Napropamide is the USEPA Aquatic Life Benchmark of 1100 ug/L for an invertebrate (chronic) and fish (chronic).	2430	4508
Nicosulfuron		111991-09-4	ug/L	WA	43000	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Nicosulfuron is the USEPA Aquatic Life Benchmark of 43000 ug/L for an invertebrate (chronic).	2430	4508
Norflurazon		27314-13-2	ug/L	WA	9.7	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Norflurazon is the USEPA Aquatic Life Benchmark of 9.7 ug/L for a nonvascular plant (acute).	2430	4508
Oryzalin		19044-88-3	ug/L	WA	13	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Oryzalin is the USEPA Aquatic Life Benchmark of 13 ug/L for a vascular plant (acute).	2430	4508
Oxadiazon		19666-30-9	ug/L	WA	5.2	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Oxadiazon is the USEPA Aquatic Life Benchmark of 5.2 ug/L for a nonvascular plant (acute).	2430	4508
Oxyfluorfen		42874-03-3	ug/L	WA	0.29	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Oxyfluorfen is the USEPA Aquatic Life Benchmark of 0.29 ug/L for a nonvascular plant (acute).	2430	4508
Pebulate		1114-71-2	ug/L	WA	230	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Pebulate is the USEPA Aquatic Life Benchmark of 230 ug/L for a nonvascular plant (acute).	2430	4508
Pendimethalin		40487-42-1	ug/L	WA	5.2	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Pendimethalin is the USEPA Aquatic Life Benchmark of 5.2 ug/L for a nonvascular plant (acute).	2430	4508
Phorate		298-02-2	ug/L	WA	0.21	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Phorate is the USEPA Aquatic Life Benchmark of 0.21 ug/L for an invertebrate (chronic).	2430	4508
Phosmet		732-11-6	ug/L	WA	0.8	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Phosmet is the USEPA Aquatic Life Benchmark of 0.8 ug/L for an invertebrate (chronic).	2430	4508
Picoxystrobin		117428-22-5	ug/L	WA	1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Picoxystrobin is the USEPA Aquatic Life Benchmark of 1 ug/L for an invertebrate (chronic).	2430	4508
Piperonyl Butoxide		51-03-6	ug/L	WA	30	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Piperonyl Butoxide is the USEPA Aquatic Life Benchmark of 30 ug/L for an invertebrate (chronic).	2430	4508
Prallethrin		23031-36-9	ug/L	WA	0.65	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Prallethrin is the USEPA Aquatic Life Benchmark of 0.65 ug/L for an invertebrate (chronic).	2430	4508
Prodiamine		29091-21-2	ug/L	WA	1.5	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Prodiamine is the USEPA Aquatic Life Benchmark of 1.5 ug/L for an invertebrate (chronic).	2430	4508
Prometon		1610-18-0	ug/L	WA	98	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Prometon is the USEPA Aquatic Life Benchmark of 98 ug/L for a nonvascular plant (acute).	2430	4508
Prometryn		7287-19-6	ug/L	WA	1.04	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Prometryn is the USEPA Aquatic Life Benchmark of 1.04 ug/L for a nonvascular plant (acute).	2430	4508
Propanil		709-98-8	ug/L	WA	9.1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Propanil is the USEPA Aquatic Life Benchmark of 9.1 ug/L for a fish (chronic).	2430	4508
Propargite		2312-35-8	ug/L	WA	7	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Propargite is the USEPA Aquatic Life Benchmark of 7 ug/L for an invertebrate (acute).	2430	4508
Propazine		139-40-2	ug/L	WA	24.8	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Propazine is the USEPA Aquatic Life Benchmark of 24.8 ug/L for a nonvascular plant (acute).	2430	4508
Propiconazole		60207-90-1	ug/L	WA	21	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Propiconazole is the USEPA Aquatic Life Benchmark of 21 ug/L for a nonvascular plant (acute).	2430	4508
Pyraclostrobin		175013-18-0	ug/L	WA	1.5	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Pyraclostrobin is the USEPA Aquatic Life Benchmark of 1.5 ug/L for a nonvascular plant (acute).	2430	4508
Pyrethrin-1		8003-34-7	ug/L	WA	0.86	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Pyrethrin-1 is the USEPA Aquatic Life Benchmark of 0.86 ug/L for an invertebrate (chronic).	2430	4508
Resmethrin		10453-86-8	ug/L	WA	0.14	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Resmethrin is the USEPA Aquatic Life Benchmark of 0.14 ug/L for a fish (acute).	2430	4508
Siduron		1982-49-6	ug/L	WA	6	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Siduron is the USEPA Aquatic Life Benchmark of 6 ug/L for an invertebrate (chronic).	2430	4508
